HGNC ID,Approved symbol,Approved name,Status,Locus type,Previous symbols,Alias symbols,Chromosome,NCBI Gene ID,Ensembl gene ID,Vega gene ID,Group ID,Group name
HGNC:10582,SCN10A,sodium voltage-gated channel alpha subunit 10,Approved,gene with protein product,,"Nav1.8, hPN3, SNS, PN3",3p22.2,6336,ENSG00000185313,OTTHUMG00000048245,1203,Sodium voltage-gated channel alpha subunits
HGNC:10583,SCN11A,sodium voltage-gated channel alpha subunit 11,Approved,gene with protein product,SCN12A,"Nav1.9, NaN, SNS-2",3p22.2,11280,ENSG00000168356,OTTHUMG00000048246,1203,Sodium voltage-gated channel alpha subunits
HGNC:10585,SCN1A,sodium voltage-gated channel alpha subunit 1,Approved,gene with protein product,"SCN1, FEB3","Nav1.1, GEFSP2, HBSCI, NAC1, SMEI",2q24.3,6323,ENSG00000144285,OTTHUMG00000044173,1203,Sodium voltage-gated channel alpha subunits
HGNC:10588,SCN2A,sodium voltage-gated channel alpha subunit 2,Approved,gene with protein product,"SCN2A1, SCN2A2","Nav1.2, HBSCII, HBSCI",2q24.3,6326,ENSG00000136531,OTTHUMG00000044172,1203,Sodium voltage-gated channel alpha subunits
HGNC:10590,SCN3A,sodium voltage-gated channel alpha subunit 3,Approved,gene with protein product,,Nav1.3,2q24.3,6328,ENSG00000153253,OTTHUMG00000044171,1203,Sodium voltage-gated channel alpha subunits
HGNC:10591,SCN4A,sodium voltage-gated channel alpha subunit 4,Approved,gene with protein product,HYKPP,"Nav1.4, HYPP, SkM1",17q23.3,6329,ENSG00000007314,OTTHUMG00000179046,1203,Sodium voltage-gated channel alpha subunits
HGNC:10593,SCN5A,sodium voltage-gated channel alpha subunit 5,Approved,gene with protein product,CMD1E,"Nav1.5, LQT3, HB1, HBBD, PFHB1, IVF, HB2, HH1, SSS1, CDCD2, CMPD2, ICCD",3p22.2,6331,ENSG00000183873,OTTHUMG00000156166,1203,Sodium voltage-gated channel alpha subunits
HGNC:10596,SCN8A,sodium voltage-gated channel alpha subunit 8,Approved,gene with protein product,MED,"Nav1.6, NaCh6, PN4, CerIII, CIAT",12q13.13,6334,ENSG00000196876,OTTHUMG00000169490,1203,Sodium voltage-gated channel alpha subunits
HGNC:10597,SCN9A,sodium voltage-gated channel alpha subunit 9,Approved,gene with protein product,,"Nav1.7, PN1, NE-NA, NENA, ETHA",2q24.3,6335,ENSG00000169432,OTTHUMG00000154044,1203,Sodium voltage-gated channel alpha subunits
HGNC:10586,SCN1B,sodium voltage-gated channel beta subunit 1,Approved,gene with protein product,,,19q13.11,6324,ENSG00000105711,OTTHUMG00000182472,1204,Sodium voltage-gated channel beta subunits
HGNC:10589,SCN2B,sodium voltage-gated channel beta subunit 2,Approved,gene with protein product,,,11q23.3,6327,ENSG00000149575,OTTHUMG00000048248,1204,Sodium voltage-gated channel beta subunits
HGNC:20665,SCN3B,sodium voltage-gated channel beta subunit 3,Approved,gene with protein product,,"HSA243396, SCNB3",11q24.1,55800,ENSG00000166257,OTTHUMG00000166006,1204,Sodium voltage-gated channel beta subunits
HGNC:10592,SCN4B,sodium voltage-gated channel beta subunit 4,Approved,gene with protein product,,LQT10,11q23.3,6330,ENSG00000177098,OTTHUMG00000166994,1204,Sodium voltage-gated channel beta subunits
,KCNMB1,,,,,,,,,,,
,KCNMB2,,,,,,,,,,,
,KCNMB3,,,,,,,,,,,
,KCNMB4,,,,,,,,,,,
